Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,53.0,,23.55567086,,0.0,53.0,0.0,UBROGEPANT,UBRELVY,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,35.0,,9.610103175,,0.0,35.0,0.0,RIVAROXABAN,XARELTO,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,32.0,,25.31947917,,0.0,32.0,0.0,SECUKINUMAB,COSENTYX,approved
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,28.0,,40.00420635,,0.0,28.0,0.0,LIRAGLUTIDE,VICTOZA,denied
Carrier E,2024,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,27.0,,15.12006173,,0.0,27.0,0.0,TESTOSTERONE CYPIONATE,DEPO-TESTOST,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,53.0,,28.14422956,,0.0,53.0,0.0,ADALIMUMAB-ATTO,AMJEVITA,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,32.0,,25.31947917,,0.0,32.0,0.0,SECUKINUMAB,COSENTYX,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,22.0,,52.01157828,,0.0,22.0,0.0,SACUBITRIL-VALSARTAN,ENTRESTO,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,20.0,,32.34644444,,0.0,20.0,0.0,GALCANEZUMAB-GNLM,EMGALITY,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,16.0,,79.31449653,,0.0,16.0,0.0,TICAGRELOR,BRILINTA,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,12.0,,30.24680556,,0.0,12.0,0.0,CARIPRAZINE HCL,VRAYLAR,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,10.0,,19.76813889,,0.0,10.0,0.0,ABATACEPT,ORENCIA,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,10.0,,38.07980556,,0.0,10.0,0.0,GUSELKUMAB,TREMFYA,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,8.0,,35.66954861,,0.0,8.0,0.0,OXYCODONE HCL,OXYCONTIN,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,7.0,,31.79440476,,0.0,7.0,0.0,ERENUMAB-AOOE,AIMOVIG,approved
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,1.0,,25.06333333,,0.0,1.0,0.0,PEGVISOMANT,SOMAVERT,denied
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,2.0,,49.05388889,,0.0,2.0,0.0,PAROXETINE HCL,PAXIL,denied
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,2.0,,3.415555556,,0.0,2.0,0.0,MESALAMINE,"APRISO, LIALDA, PENTASA",denied
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,5.0,,44.0995,,0.0,5.0,0.0,CLASCOTERONE,WINLEVI,denied
Carrier E,2024,Prescription Drugs,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,GPI10,missing,missing,18.0,,44.67398148,,0.0,18.0,0.0,DUPILUMAB,DUPIXENT,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,121,Accommodation Codes - Room & Board Semiprivate (Two Beds)-Medical/Surgical/GYN,277.0,16.0,25.0,,79.0,198.0,,missing,missing,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22853,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each interspace (List separately in addition to code for primary procedure)",13.0,19.0,52.0,,2.0,11.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",11.0,16.0,13.0,,1.0,10.0,,missing,missing,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",9.0,18.0,6.0,,1.0,8.0,,missing,missing,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",9.0,10.0,22.0,,3.0,6.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22614,"Arthrodesis, posterior or posterolateral technique, single interspace; each additional interspace (List separately in addition to code for primary procedure)",8.0,16.0,45.0,,1.0,7.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22842,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments (List separately in addition to code for primary procedure)",8.0,15.0,51.0,,2.0,6.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,20930,"Allograft, morselized, or placement of osteopromotive material, for spine surgery only (List separately in addition to code for primary procedure)",7.0,14.0,72.0,,3.0,4.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22558,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); lumbar",7.0,,53.0,,0.0,7.0,,missing,missing,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",7.0,,21.0,,0.0,7.0,,missing,missing,denied
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,44204,"Laparoscopy, surgical; colectomy, partial, with anastomosis",6.0,19.0,35.0,,1.0,5.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,49320,"Laparoscopy, abdomen, peritoneum, and omentum, diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)",5.0,22.0,55.0,,1.0,4.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,47120,"Hepatectomy, resection of liver; partial lobectomy",4.0,22.0,51.0,,1.0,3.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,20680,"Removal of implant; deep (eg, buried wire, pin, screw, metal band, nail, rod or plate)",3.0,20.0,42.0,,1.0,2.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63052,"Laminectomy, facetectomy, or foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s] [eg, spinal or lateral recess stenosis]), during posterior interbody arthrodesis, lumbar; single vertebral segment (List separately in addition to code for primary procedure)",3.0,19.0,44.0,,2.0,1.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,32666,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass, nodule), initial unilateral",3.0,3.0,19.0,,1.0,2.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,32674,"Thoracoscopy, surgical; with mediastinal and regional lymphadenectomy (List separately in addition to code for primary procedure)",3.0,3.0,19.0,,1.0,2.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33340,"Percutaneous transcatheter closure of the left atrial appendage with endocardial implant, including fluoroscopy, transseptal puncture, catheter placement(s), left atrial angiography, left atrial appendage angiography, when performed, and radiological supervision and interpretation",3.0,,52.0,,0.0,3.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33430,"Replacement, mitral valve, with cardiopulmonary bypass",3.0,22.0,19.0,,2.0,1.0,,missing,missing,approved
Carrier F,2024,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33508,"Endoscopy, surgical, including video-assisted harvest of vein(s) for coronary artery bypass procedure (List separately in addition to code for primary procedure)",3.0,29.0,18.0,,2.0,1.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43239,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple",485.0,6.0,13.0,,52.0,433.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",453.0,6.0,14.0,,50.0,403.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45378,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",160.0,9.0,15.0,,9.0,151.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45380,"Colonoscopy, flexible; with biopsy, single or multiple",160.0,9.0,15.0,,11.0,149.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,64483,"Injection(s), anesthetic agent(s) and/or steroid; transforaminal epidural, with imaging guidance (fluoroscopy or CT), lumbar or sacral, single level",133.0,20.0,51.0,,13.0,120.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date of the encounter for code selection, 30 minutes must be met or exceeded.",124.0,23.0,58.0,,35.0,89.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,43249,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic balloon dilation of esophagus (less than 30 mm diameter)",114.0,5.0,17.0,,11.0,103.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45385,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique",113.0,10.0,15.0,,9.0,104.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,731,"Anesthesia for upper gastrointestinal endoscopic procedures, endoscope introduced proximal to duodenum; not otherwise specified",96.0,13.0,19.0,,8.0,88.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",94.0,15.0,54.0,,3.0,91.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,43242,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s) (includes endoscopic ultrasound examination of the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis)",28.0,15.0,37.0,,3.0,25.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,45390,"Colonoscopy, flexible; with endoscopic mucosal resection",24.0,15.0,7.0,,1.0,23.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,64490,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; single level",23.0,11.0,43.0,,2.0,21.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",20.0,29.0,21.0,,3.0,17.0,,missing,missing,approved
Carrier F,2024,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,14060,"Adjacent tissue transfer or rearrangement, eyelids, nose, ears and/or lips; defect 10 sq cm or less",20.0,12.0,4.0,,1.0,19.0,,missing,missing,approved
