Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E2313,POWER WHEELCHAIR HARNESS,1.0,0.0,44.76,0.0,0.0,1.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L8690,AUDITORY OSSEOINTEGRATED DEVICE INCLUDES ALL  INTERNAL & EXTERNAL COMPONENTS,3.0,0.0,73.94,0.0,0.0,3.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,K0005,ULTRALIGHTWEIGHT WHEELCHAIR,2.0,0.0,113.67,0.0,0.0,2.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,B9002,ENTERAL NUTRITION INFUSION PUMP WITH ALARM,1.0,0.0,0.0,0.0,0.0,1.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0188,SYNTHETIC SHEEPSKIN PAD,1.0,0.0,140.54,0.0,0.0,1.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0261,HOSPITAL  BED SEMI-ELECTRIC WITH  ANY RAILS AND WITHOUT MATTRESS,2.0,0.0,193.26,0.0,0.0,2.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E2402,NEGATIVE PRESSURE WOUND PUMP,10.0,0.0,70.3,0.0,0.0,10.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0277,POWERED PRESS-REDUCING AIR MATRESS,1.0,32.11,0.0,0.0,1.0,0.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,K0861,"POWER WH EELCHAIR, GROUP 3 , STANDARD, MULTIPLE POWER OPTION, SLING/SOLID SEAT/BACK, UP TO 300LBS IN WEIGHT",1.0,0.0,44.76,0.0,0.0,1.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0303,"HEAVY DUTY HOSPITAL BED, EXTRA WIDE, WITH WEIGHT CAPACITY GREATER THAN 350 POUNDS BUT LESS THAN OR EQUAL TO 600 POINS, WITH ANY TYPE SIDE RAILS AND MATTRESS",4.0,7.75,67.66,0.0,1.0,3.0,0.0,missing,missing,approved
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E1161,MANUAL ADLUT SIZE WHEELCHAIR INCLUIDING  TILT SPACE,2.0,0.0,70.06,0.0,0.0,2.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,K0108,OTHER ACCESSORY NOT LISTED,4.0,0.0,81.18,0.0,0.0,4.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,K0001,STANDARD WHEELCHAIR,5.0,0.0,57.77,0.0,0.0,5.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E0630,PATIENT LIFT HYDRAULIC,5.0,50.39,70.57,0.0,1.0,4.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E0562,"HUMIDIFIER, HEATED, USED WITH POSITIVE AIRWAY PRESSURE DEVICE",7.0,0.0,82.96,0.0,0.0,7.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E0935,PASSIVE MOTION EXERCISE DEVICE,16.0,23.65,97.52,0.0,2.0,14.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E1399,DURABLE MEDICAL EQUIPMENT NOT CLASSIFIED ELSEWHERE,11.0,32.11,71.45,0.0,1.0,10.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E1390,PORTABLE OXYGEN CONCENTRATOR,100.0,28.02,81.77,0.0,8.0,92.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,E0601,CONTINUOUS AIRWAY PRESSURE (CPAP) DEVICE,549.0,54.61,75.54,0.0,5.0,544.0,0.0,missing,missing,denied
Carrier B,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,A4239,CONTINUOUS GLUCOSE MONITORING SUPPLIES BY MONTH,59.0,39.92,76.82,0.0,1.0,58.0,0.0,missing,missing,denied
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A9277,EXTERNAL TRANSMITTER CONTINOUS GLUCOSE MONITOR DAILY,39.0,13.79,71.49,0.0,2.0,37.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0784,"EXTERNAL AMBULATORY INFUSION PUMP, INSULIN",14.0,0.0,63.38,0.0,0.0,14.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A9278,EXTERNAL RECEIVER  FOR CONTINOUS GLUCOSE MONITORING,7.0,0.0,64.28,0.0,0.0,7.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A9274,EXTERNAL AMBULATORY INSULIN DELIVERY SYSTEM,2.0,0.0,100.74,0.0,0.0,2.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0784,"EXTERNAL AMBULATORY INFUSION PUMP, INSULIN",14.0,0.0,63.38,0.0,0.0,14.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9278,EXTERNAL RECEIVER  FOR CONTINOUS GLUCOSE MONITORING,7.0,0.0,64.28,0.0,0.0,7.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9274,EXTERNAL AMBULATORY INSULIN DELIVERY SYSTEM,2.0,0.0,100.74,0.0,0.0,2.0,0.0,missing,missing,approved
Carrier B,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9277,EXTERNAL TRANSMITTER CONTINOUS GLUCOSE MONITOR DAILY,39.0,13.79,71.49,0.0,2.0,37.0,0.0,missing,missing,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,1160.0,13.0,606.0,,221.0,939.0,,Semaglutide,Ozempic,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,531.0,19.0,943.0,,69.0,462.0,,Clobetasol Propionate,Clobetasol,denied
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,358.0,9.0,417.0,,87.0,271.0,,Liraglutide,Victoza,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,355.0,11.0,281.0,,70.0,285.0,,Dulaglutide,Trulicity,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,345.0,42.0,963.0,,100.0,245.0,,Pregabalin,Pregabalin,denied
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,255.0,39.0,653.0,,113.0,142.0,,Hydrocodone-Acetaminophen,Hydroco/apap,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,233.0,17.0,233.0,,70.0,163.0,,Lisdexamfetamine Dimesylate,Vyvanse,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,202.0,27.0,1074.0,,36.0,166.0,,Adalimumab,Humira Pen,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,183.0,75.0,537.0,,97.0,86.0,,Oxycodone HCl,Oxycodone,approved
Carrier B,2023,Prescription Drugs,Codes with the highest total number of prior authorization requests during the previous plan year,GPI10,missing,missing,182.0,19.0,1143.0,,24.0,158.0,,Continuous Glucose System Sensor,Freesty Libr,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,16.0,55.0,155.0,,7.0,9.0,,Sodium Zirconium Cyclosilicate,Lokelma,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,11.0,,283.0,,0.0,11.0,,Oxybutynin Chloride,Oxybutynin,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,11.0,427.0,56.0,,3.0,8.0,,Segesterone Acetate-Ethinyl Estradiol,Annovera,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,10.0,,783.0,,0.0,10.0,,Fluticasone Propionate HFA,Flovent Hfa,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,9.0,49.0,356.0,,5.0,4.0,,Insulin Aspart,Novolog,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,8.0,1.0,0.0,,2.0,6.0,,Etonogestrel,Nexplanon,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,8.0,77.0,0.0,,7.0,1.0,,Dasatinib,Sprycel,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,8.0,1.0,0.0,,3.0,5.0,,Levonorgestrel (IUD),Mirena,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,7.0,,749.0,,0.0,7.0,,Ketoconazole (Topical),Ketoconazole,approved
Carrier B,2023,Prescription Drugs,Codes with the highest percentage of approved prior authorization requests during the previous plan year,GPI10,missing,missing,7.0,178.0,769.0,,5.0,2.0,,Trifluridine-Tipiracil,Lonsurf,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,150,"ROOM & BOARD, WARD - GENERAL",12.0,21.2,17.8,,2.0,10.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,10.0,1.06,17.3,,1.0,9.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99291,CRITICAL CARE ILL/INJURED PATIENT INIT 30-74 MIN,5.0,,11.6,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,5.0,,10.6,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,3.0,,14.6,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,27130,ARTHRP ACETBLR/PROX FEM PROSTC AGRFT/ALGRFT,3.0,,18.2,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,762,"SPECIALTY SERVICES, OBSERVATION HOURS",3.0,,20.6,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,158,"ROOM & BOARD, WARD - REHABILITATION",3.0,,16.7,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99232,SBSQ HOSPITAL IP/OBS CARE MOD MDM 35 MINUTES,2.0,,0.0,,,2.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,71045,RADIOLOGIC EXAM CHEST SINGLE VIEW,2.0,,8.1,,,2.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,150,"ROOM & BOARD, WARD - GENERAL",12.0,21.2,17.8,,2.0,10.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,10.0,1.06,17.3,,1.0,9.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99291,CRITICAL CARE ILL/INJURED PATIENT INIT 30-74 MIN,5.0,,11.6,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,5.0,,10.6,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,3.0,,14.6,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,27130,ARTHRP ACETBLR/PROX FEM PROSTC AGRFT/ALGRFT,3.0,,18.2,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,762,"SPECIALTY SERVICES, OBSERVATION HOURS",3.0,,20.6,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,158,"ROOM & BOARD, WARD - REHABILITATION",3.0,,16.7,,,3.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99232,SBSQ HOSPITAL IP/OBS CARE MOD MDM 35 MINUTES,2.0,,0.0,,,2.0,,missing,missing,approved
Carrier E,2023,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,71045,RADIOLOGIC EXAM CHEST SINGLE VIEW,2.0,,8.1,,,2.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99203,OFFICE/OUTPATIENT NEW LOW MDM 30 MINUTES,300.0,7.8,60.7,,20.0,280.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97161,PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,187.0,0.8,77.4,,5.0,182.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99204,OFFICE/OUTPATIENT NEW MODERATE MDM 45 MINUTES,140.0,9.4,52.2,,5.0,135.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97530,THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,118.0,17.4,219.6,,4.0,114.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,72148,MRI LUMBAR SPINE NO CONTRAST,118.0,17.0,42.8,,40.0,78.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,70553,MRI BRAIN WO/W CONTRAST,82.0,7.2,17.9,,16.0,66.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,45378,COLONOSCOPY FLX DX W/COLLJ SPEC WHEN PFRMD,77.0,,106.6,,,77.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI RIGHT KNEE NO CONTRAST,72.0,13.0,30.6,,35.0,37.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI LEFT KNEE NO CONTRAST,69.0,7.5,22.2,,36.0,33.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,72141,MRI CERVICAL SPINE NO CONTRAST,66.0,14.4,16.4,,14.0,52.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72148,MRI LUMBAR SPINE NO CONTRAST,118.0,17.0,42.8,,40.0,78.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70553,MRI BRAIN WO/W CONTRAST,82.0,7.2,17.9,,16.0,66.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73721,MRI RIGHT KNEE NO CONTRAST,72.0,13.0,30.6,,35.0,37.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73721,MRI LEFT KNEE NO CONTRAST,69.0,7.5,22.2,,36.0,33.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72141,MRI CERVICAL SPINE NO CONTRAST,66.0,14.4,16.4,,14.0,52.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97162,PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,63.0,1.4,29.2,,5.0,58.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,73221,MRI RIGHT SHOULDER NO CONTRAST,55.0,8.4,20.6,,29.0,26.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,45385,COLSC FLX W/RMVL OF TUMOR POLYP LESION SNARE TQ,52.0,,19.8,,,52.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,43.0,,5.6,,,43.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,70551,MRI BRAIN NO CONTRAST,43.0,12.3,24.4,,16.0,27.0,,missing,missing,approved
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,A56589,"BARIUM SWALLOW STUDIES, MODIFIED",1.0,,1466.5,,,1.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,64615,CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE,1.0,,315.0,,,1.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,J3490,UNCLASSIFIED DRUGS,2.0,15.3,,,2.0,,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,99201,OFFICE OUTPATIENT NEW 10 MINUTES,2.0,,505.2,,,2.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,25043,REFERRAL PHYSICAL THERAPY CANCER REHAB,5.0,,303.6,,,5.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,43239,EGD TRANSORAL BIOPSY SINGLE/MULTIPLE,10.0,52.6,64.2,,1.0,9.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,23660,EXT REFERRAL PEDS,13.0,20.2,231.3,,4.0,9.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,20041,"REFERRAL THERAPY, SPEECH AND LANGUAGE",29.0,1.0,259.4,,5.0,24.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,31.0,25.7,405.8,,4.0,27.0,,missing,missing,denied
Carrier E,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,97110,THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,25.0,,324.6,,,25.0,,missing,missing,denied
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,124,"ROOM & BOARD, SEMIPRIVATE TWO-BED - PSYCHIATRIC",53.0,,17.1,21.6,,44.0,9.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,126,"ROOM & BOARD, SEMIPRIVATE TWO-BED - DETOXIFICATION",26.0,,37.6,35.5,,17.0,9.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1002,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, CHEM DEP",21.0,,43.9,88.4,,19.0,2.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1001,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, PSYCHIATRIC",13.0,,36.6,81.0,,12.0,1.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,194,"SUBACUTE CARE, LEVEL IV",5.0,,72.0,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90792,PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,1.0,,,74.5,,,1.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,200,"INTENSIVE CARE, GENERAL",1.0,,2.6,,,1.0,,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,124,"ROOM & BOARD, SEMIPRIVATE TWO-BED - PSYCHIATRIC",53.0,,17.1,21.6,,44.0,9.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,126,"ROOM & BOARD, SEMIPRIVATE TWO-BED - DETOXIFICATION",26.0,,37.6,35.5,,17.0,9.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1002,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, CHEM DEP",21.0,,43.9,88.4,,19.0,2.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,1001,"BEHAVIORAL HEALTH ACCOMMODATIONS, RESIDENTIAL TREATMENT, PSYCHIATRIC",13.0,,36.6,81.0,,12.0,1.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,194,"SUBACUTE CARE, LEVEL IV",5.0,,72.0,,,5.0,,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90792,PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,1.0,,,74.5,,,1.0,missing,missing,approved
Carrier E,2023,Inpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,Revenue,200,"INTENSIVE CARE, GENERAL",1.0,,2.6,,,1.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90791,PSYCHIATRIC DIAGNOSTIC EVALUATION,69.0,,106.2,,,69.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97153,ADAPTIVE BEHAVIOR TX BY PROTOCOL TECH EA 15 MIN,52.0,,53.6,,,52.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,37.0,,69.2,,,37.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,25.0,,75.7,,,25.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97151,BEHAVIOR ID ASSESSMENT BY PHYS/QHP EA 15 MIN,23.0,,27.8,,,23.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,H0001,ALCOHOL AND/OR DRUG ASSESS,19.0,,50.8,430.2,,18.0,1.0,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,96116,NEUROBEHAVIORAL STATUS XM PHYS/QHP 1ST HOUR,18.0,,42.9,,,18.0,,missing,missing,approved
Carrier E,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97155,ADAPT BHV TX PRTCL MODIFICAJ PHYS/QHP EA 15 MIN,17.0,,56.5,,,17.0,,missing,missing,approved
